,username,id,date,retweet,likes,text,Symbol,Subjectivity,Polarity,Score
511,Benzinga,1349338035008188417,2021-01-13 12:50:31,3,11,b'$REGN Regeneron Pharmaceuticals shares are trading higher after the company announced an additional U.S. order to purchase 1.25 million doses of its COVID-19 antibody cocktail bringing the total number to over 1.5 million doses. $SPY',"['REGN', 'SPY']",0.625,0.125,Positive
514,Benzinga,1349331059830304768,2021-01-13 12:22:48,11,40,b'$PLUG Plug Power shares are trading higher after HC Wainwright maintained a Buy rating on the stock and raised its price target from $60 to $85.',"['PLUG', '60', '85']",0.5,0.25,Positive
515,Benzinga,1349326359370207234,2021-01-13 12:04:08,1,6,"b'Boeing Delivered 157 Aircrafts In 2020, Its Worst Showing In Decades $BA \n '",['BA'],1.0,-1.0,Negative
516,Benzinga,1349325527824228354,2021-01-13 12:00:49,1,5,b'U.S. stock futures traded flat in early pre-market trade after recording modest gains in the previous session on prospects of additional stimulus measures. \n-Earnings reports from IHS Markit Ltd \n$INFO and Shaw Communications Inc $SJR \n\n',"['INFO', 'SJR']",0.3729166666666667,0.00208333333333334,Positive
517,Benzinga,1349303419563958272,2021-01-13 10:32:58,4,5,b'This Bitcoin Investor Is Warning Against Being Your Own Bank After Losing $234M $BTC $GBTC $ETH\n\n',"['234M', 'BTC', 'GBTC', 'ETH']",1.0,0.6,Positive
523,Benzinga,1349142134159519744,2021-01-12 23:52:05,5,16,"b""A Last-Mile EV Delivery Van, Flying Cadillac Car Sends GM's Stock To New Highs $GM  CES21""",['GM'],0.45454545454545453,0.13636363636363635,Positive
524,Benzinga,1349129028305883136,2021-01-12 23:00:00,3,14,b'Las Vegas Sands Is Running Late To The Online Sports Betting Party $LVS $DKNG ',"['LVS', 'DKNG']",0.6,-0.3,Negative
525,Benzinga,1349112747326373888,2021-01-12 21:55:18,13,0,"b""Color From BofA on NY and also a new PT of $115 on $PENN :New York Represents A Huge Opportunity For Sports Betting: Here's\xe2\x80\xa6""","['115', 'PENN']",0.603030303030303,0.22424242424242427,Positive
526,Benzinga,1349047633759899649,2021-01-12 17:36:34,1,3,"b'We are live now!  $UPWK, $TSLA, $FVRR'","['UPWK', 'TSLA', 'FVRR']",0.5,0.17045454545454544,Positive
527,Benzinga,1349045472095301632,2021-01-12 17:27:59,2,8,"b""$UBER Uber Technologies shares are trading higher after the company announced it has collaborated with $MRNA Moderna to provide accessible, credible information on vaccine safety through Uber's in-app messaging.""","['UBER', 'MRNA']",0.525,0.3416666666666666,Positive
528,Benzinga,1349024682641559552,2021-01-12 16:05:22,4,12,"b'Diversify Top SPACs: Accelerate Arbitrage Fund, $ARB, CEO Julian Klymochko| SPACs Attack '",['ARB'],0.5,0.5,Positive
529,Benzinga,1349023678722240512,2021-01-12 16:01:23,7,17,b'Live on SPACs Attack \nFounder &amp; CEO  of \n-Get Exposure To SPAC Arbitrage &amp; Merger arbitrage investment strategies\n\nTop SPAC Movers: $CCIV $GSAH $QS $GNOG $SRAC $DMYD $SBE $AMCI $NGA &amp; More!',"['CCIV', 'GSAH', 'QS', 'GNOG', 'SRAC', 'DMYD', 'SBE', 'AMCI', 'NGA']",0.5,0.3806818181818182,Positive
530,Benzinga,1349016854824701957,2021-01-12 15:34:16,4,7,b'Which Streaming Service Stock Do You Think Will Grow The Most In 2021? $ROKU $FUBO $NFLX $DIS',"['ROKU', 'FUBO', 'NFLX', 'DIS']",0.5,0.5,Positive
531,Benzinga,1349014018632146952,2021-01-12 15:23:00,5,18,b'Which Electric Vehicle Company Do You Think Will Grow The Most In 2021? $NIO $XPEV $RIDE $TSLA',"['NIO', 'XPEV', 'RIDE', 'TSLA']",0.5,0.5,Positive
532,Benzinga,1349013315121532932,2021-01-12 15:20:12,6,33,"b'Ronald Wayne was the third cofounder of Apple. In 1976, he sold his 10% stake in the company for $800. Today, his 10% would have been worth $216 billion.'","['800', '216']",0.05,0.15,Positive
533,Benzinga,1349010747322363905,2021-01-12 15:10:00,5,9,"b'IPO Outlook For The Week: Affirm, Petco, Playtika Lead Busy Week $AFRM $MSMG $WOOF $POSH $PLTK $KUKE '","['AFRM', 'MSMG', 'WOOF', 'POSH', 'PLTK', 'KUKE']",0.3,0.1,Positive
534,Benzinga,1349005737314443275,2021-01-12 14:50:05,6,11,"b'$GM General Motors Unveils Cadillac Flying Car, Electric Shuttle Concepts At CES; Also Working On Battery-Powered Luxury Two-Seater'",['GM'],0.5,0.05000000000000002,Positive
536,Benzinga,1348998745921261568,2021-01-12 14:22:18,6,18,"b'$CCIV ""Winner winner, chicken dinner!""  \nFrom SPACs Attack $10-11 Watchlist show! \nClick On Video To See The COMPLETE $10-11 Show\n""Where Daily SPAC Coverage Is Changing The Industry"" '","['CCIV', '10', '10']",0.45,-0.2791666666666667,Negative
538,Benzinga,1348989865548009472,2021-01-12 13:47:01,1,5,b'$ZM Zoom Video Communications Inc Files For Offering Of $1.5B Of Shares Of Class A Common Stock\n\n\xf0\x9f\x91\x89 Offering Is Said To Trade Jan. 13 ',"['ZM', '1']",0.5,-0.3,Negative
541,Benzinga,1348969539900465154,2021-01-12 12:26:15,9,33,b'$XPEV XPeng shares are trading higher after the company announced it has entered into a strategic cooperation agreement with Banks for a credit line of RMB12.8 billion. $TSLA $NIO',"['XPEV', 'TSLA', 'NIO']",0.5,0.25,Positive
542,Benzinga,1348968786293088257,2021-01-12 12:23:15,9,20,b'$SNAP Snap shares are trading higher following reports suggesting the company will acquire StreetCred.',['SNAP'],0.3,0.125,Positive
543,Benzinga,1348968149471948800,2021-01-12 12:20:44,3,3,b'$TME Tencent Music Entertainment shares are trading higher following reports suggesting the company is seeking a secondary listing in Hong Kong. $VIPS $YY',"['TME', 'VIPS', 'YY']",0.3,-0.016666666666666663,Negative
546,Benzinga,1348883740508921861,2021-01-12 06:45:19,3,3,"b""Unfazed By A Plunging Bitcoin, Proponents Dub Pull-Back 'Necessary,' 'Healthy' $BTC $ETH $GBTC $DOGE\n\n""","['BTC', 'ETH', 'GBTC', 'DOGE']",0.75,0.25,Positive
548,Benzinga,1348835743519555586,2021-01-12 03:34:36,1,5,"b'Bitcoin Trading Volume, Active Addresses Hit Record High Despite Slump \xe2\x80\x94 What That Means $BTC $GBTC\n\n'","['BTC', 'GBTC']",0.57,0.013333333333333336,Positive
552,Benzinga,1348745124151496711,2021-01-11 21:34:30,21,53,b'The total crypto market cap lost approximately $156.8 billion in the past 24 hours.',['156'],0.5333333333333333,-0.21666666666666667,Negative
555,Benzinga,1348692756315697153,2021-01-11 18:06:25,2,0,"b""Hey All You Cool Cats And Kittens, here's why $ZOM is up: Zomedica's Stock Spikes 90% And 'Tiger King' Star Carole Baskin C\xe2\x80\xa6""",['ZOM'],0.65,0.35,Positive
556,Benzinga,1348682412843266062,2021-01-11 17:25:19,0,18,"b"" can u come on our LIVE SHOW for 5 min now to talk about $PENN nearing $100? Congrats! We know u can't give stock advice, but our listeners would LOVE to hear from you!""","['PENN', '100']",0.55,0.3977272727272727,Positive
557,Benzinga,1348679946386989060,2021-01-11 17:15:31,0,2,"b'GOING LIVE NOW:  $PENN, $DIS, $GBTC, $NIO, $UPWK'","['PENN', 'DIS', 'GBTC', 'NIO', 'UPWK']",0.5,0.13636363636363635,Positive
558,Benzinga,1348675023813410821,2021-01-11 16:55:57,6,29,"b'In 2005, an inexperienced trader at a Japanese bank tried to sell 1 share of J-Com stock for \xc2\xa5640,000. \n\nHe accidentally sold 640,000 shares for \xc2\xa51 each; the equivalent of selling $3 billion worth of shares for the price of $5,000.'","['3', '5']",0.2333333333333333,0.06666666666666667,Positive
559,Benzinga,1348654856316325888,2021-01-11 15:35:49,21,62,"b'The top 10% of Americans own an average of $969,000 in stocks. The next 40% own $132,000 on average. For the bottom half of families, it\xe2\x80\x99s $54,000 on average.'","['969', '132', '54']",0.4833333333333333,0.13541666666666669,Positive
561,Benzinga,1348645589374935041,2021-01-11 14:58:59,2,6,"b'DOW, NASDAQ, and S&amp;P down to start the week as stocks pull back from record highs. $QQQ $DIA $SPY'","['QQQ', 'DIA', 'SPY']",0.14444444444444446,-0.07777777777777779,Negative
562,Benzinga,1348642731422339074,2021-01-11 14:47:38,4,20,b'$NVDA NVIDIA shares are trading higher after the company announced it has entered into a partnership with $NIO NIO to develop automated driving electric vehicles.',"['NVDA', 'NIO']",0.5,0.25,Positive
563,Benzinga,1348640992098996229,2021-01-11 14:40:43,5,0,b'$BTC is down almost 10%. What are you doing?',['BTC'],0.2888888888888889,-0.15555555555555559,Negative
565,Benzinga,1348627709488984068,2021-01-11 13:47:56,1,10,b'$GME GameStop shares are trading higher after the company announced it will accept 3 new board members from shareholder RC Ventures.',['GME'],0.4772727272727273,0.19318181818181818,Positive
570,Benzinga,1348613297902387200,2021-01-11 12:50:40,2,14,b'$BIIB Biogen shares are trading higher after the company launched a virtual research study in collaboration with $AAPL Apple to investigate the role Apple Watch and iPhone could play in monitoring cognitive performance.',"['BIIB', 'AAPL']",0.5,0.25,Positive
571,Benzinga,1348609260175958018,2021-01-11 12:34:38,20,63,"b""$NIO shares are trading higher amid the company hosting 'Nio Day' at which several new products were announced.\n\n\xf0\x9f\x91\x89NIO Inc. Price Target Raised To $75 From $50 At JPMorgan""","['NIO', '75', '50']",0.3181818181818182,0.12878787878787878,Positive
572,Benzinga,1348607678344474624,2021-01-11 12:28:21,0,14,"b""$LLY Eli Lilly shares are trading higher after the company announced its Alzheimer's treatment slowed cognitive decline in a phase 2 trial.""",['LLY'],0.5,0.25,Positive
573,Benzinga,1348575408791318528,2021-01-11 10:20:07,1,7,b'Parler Goes Dark As Amazon Pulls Web Hosting Support $AMZN $AAPL $GOOGL $TWTR\n\n',"['AMZN', 'AAPL', 'GOOGL', 'TWTR']",0.4,-0.15,Negative
579,Benzinga,1348375443473375233,2021-01-10 21:05:31,20,93,"b'A NYC bar owner is selling his business for bitcoin $BTC and ether $ETH, which could make it the first cryptocurrency-only restaurant sale in the U.S'","['BTC', 'ETH']",0.3333333333333333,0.25,Positive
580,Benzinga,1348369208070053897,2021-01-10 20:40:45,5,12,b'$BTC is down almost 10%. What are you doing?',['BTC'],0.2888888888888889,-0.15555555555555559,Negative
581,Benzinga,1348331717346684940,2021-01-10 18:11:46,36,129,"b""On May 22, 2010, Laszlo Hanyecz agreed to pay 10,000 Bitcoins for two delivered Papa John's pizzas. Today those pizzas would be worth over $380 Million.""",['380'],0.1,0.3,Positive
585,Benzinga,1348267476400926721,2021-01-10 13:56:30,6,22,"b'\n$NIO sees its new sedan as an alternative to traditional luxury automakers, and perhaps even $AAPL, but not $TSLA'","['NIO', 'AAPL', 'TSLA']",0.6022727272727273,0.06818181818181818,Positive
587,Benzinga,1348064296656392193,2021-01-10 00:29:08,11,55,b'Fun Fact: Ferrari $RACE makes more by selling merchandise than by selling cars.',['RACE'],0.35,0.4,Positive
589,Benzinga,1348012881854529537,2021-01-09 21:04:50,1,4,"b""Benzinga's First Bulls And Bears Of 2021: Ford, Mastercard, PepsiCo, 3M, Tesla And More $BBBY $EPD $F   $PEP $MMM $TSLA $PEP $M ""","['BBBY', 'EPD', 'F', 'PEP', 'MMM', 'TSLA', 'PEP', 'M']",0.41666666666666663,0.375,Positive
594,Benzinga,1347725054130479105,2021-01-09 02:01:07,22,113,"b'The founder of $BTC, Satoshi Nakamoto,  mined as many as 1.1 million Bitcoin. Today that is worth over $40 billion and has remained untouched.'","['BTC', '40']",0.3,0.4,Positive
596,Benzinga,1347629197041266692,2021-01-08 19:40:12,1,2,b'Agree Realty $ADC CEO Joey Agree is rethinking retail. What exactly does that mean? Ad ',['ADC'],0.46875,-0.03125,Negative
598,Benzinga,1347615554220208129,2021-01-08 18:46:00,8,35,b'$BTC is up nearly 40% in the 8 days of 2021',['BTC'],0.4,0.1,Positive
599,Benzinga,1347604733092130823,2021-01-08 18:03:00,26,42,"b'Now less than 10% of homes are sold under $200,000 as suburban home prices rise.'",['200'],0.03333333333333333,-0.08333333333333333,Negative
601,Benzinga,1347578563227242496,2021-01-08 16:19:00,5,0,b'PS5 A Major Catalyst For This Small Cap Video Game Stock; Could Xbox Be Next? $IMMR $MSFT $SNE playstation5 PS5 xboxseri\xe2\x80\xa6',"['IMMR', 'MSFT', 'SNE']",0.325,-0.146875,Negative
602,Benzinga,1347578514971758593,2021-01-08 16:18:49,2,0,"b""Michael Burry To Tesla Investors: 'Enjoy It While It Lasts' $TSLA  via """,['TSLA'],0.5,0.4,Positive
603,Benzinga,1347578016617156608,2021-01-08 16:16:50,2,5,b'Will Workhorse Or Electrameccanica Stock Grow More By 2022? $WKHS $SOLO ',"['WKHS', 'SOLO']",0.5,0.5,Positive
604,Benzinga,1347570031559913472,2021-01-08 15:45:06,2,6,"b'Join  and  for a FREE webinar\nTODAY (1/8) at NOON est\n\nTalking about $AAPL, $TSLA, EVs, Cannabis, and more! '","['AAPL', 'TSLA']",0.65,0.5125,Positive
605,Benzinga,1347560249574625285,2021-01-08 15:06:14,5,49,"b'$SPY Puts Option Play, with Hugh Henne from ""Pennies: Going in Raw"" Podcast. \n-Subscribe for daily trade ideas \nPrep 8am / SPACs Attack 11am / Power Hour 12pm\nHugh,  \nDan,      \nHughHenne  DipDeity '",['SPY'],0.23076923076923078,-0.11538461538461539,Negative
606,Benzinga,1347556689155911689,2021-01-08 14:52:05,0,3,b'Agree Realty $ADC CEO Joey Agree is rethinking retail. What exactly does that mean? ad ',['ADC'],0.46875,-0.03125,Negative
607,Benzinga,1347553542911918083,2021-01-08 14:39:35,1,4,"b'$GAN Trade Explained | Mitch\'s 1 Story Stock 2021\n""The Thing Behind The Thing""\nSubscribe for daily trade ideas \nPrep 8am / SPACs Attack 11am / Power Hour 12pm\n$GAN '","['GAN', 'GAN']",0.35,-0.2,Negative
612,Benzinga,1347515977186082817,2021-01-08 12:10:19,1,6,b'$UBER Uber Shares Lower Premarket After Reuters Reported Goldman Sachs Shopping Block Of ~38M Shares; Shares Down ~3.9% For Session $LYFT $GS',"['UBER', 'LYFT', 'GS']",0.2888888888888889,-0.15555555555555559,Negative
614,Benzinga,1347511715769036802,2021-01-08 11:53:23,0,5,b'$SRPT Sarepta Therapeutics Shares Down ~48% In Premarket Hours; The Company Announced Yesterday The Primary Functional Endpoint For SRP-9001 Did Not Show Statistical Significance',['SRPT'],0.3944444444444445,0.12222222222222222,Positive
616,Benzinga,1347456291485188096,2021-01-08 08:13:09,7,8,"b""Why Bitcoin 'Whales' Are Not Ready To Cash Out, Even At All-Time Highs $BTC $ETH $GBTC\n\n""","['BTC', 'ETH', 'GBTC']",0.5,-0.1,Negative
620,Benzinga,1347349890721001475,2021-01-08 01:10:21,5,0,"b'\xf0\x9f\x9a\xa8 FREE WEBINAR \xf0\x9f\x9a\xa8\n\nJoin me and James Mason from  TOMORROW (1/8) at NOON Eastern to talk about $AAPL, $TSLA, the 202\xe2\x80\xa6'","['AAPL', 'TSLA']",0.8,0.4,Positive
621,Benzinga,1347329670182625282,2021-01-07 23:50:00,2,9,"b'Shopify, Twitch, YouTube And Social Media: Where Bans On Donald Trump Stand $AMZN $SHOP $FB $TWTR $GOOG '","['AMZN', 'SHOP', 'FB', 'TWTR', 'GOOG']",0.06666666666666667,0.03333333333333333,Positive
622,Benzinga,1347313531180482564,2021-01-07 22:45:52,3,0,b'Nintendo Executives Laughed When Microsoft Tried To Acquire Gaming Company: Report $MSFT $NTDOY $SNE $EA \xe2\x80\xa6',"['MSFT', 'NTDOY', 'SNE', 'EA']",0.2,0.7,Positive
625,Benzinga,1347264994195501058,2021-01-07 19:33:00,8,23,"b'In the past 24 hours, $79,971,865,302 worth of $BTC has been traded. That number is up 15% from the previous day. '","['79', 'BTC']",0.1722222222222222,-0.03888888888888889,Negative
626,Benzinga,1347261407654416384,2021-01-07 19:18:45,4,17,"b""$ENG is now up 60% from Jack Hurley's call on the Power Hour show this week (1/04/21)\n-Watch The Full Episode Here: \n$ENG | Jack Hurley |  ""","['ENG', 'ENG']",0.55,0.35,Positive
627,Benzinga,1347256693114064902,2021-01-07 19:00:01,1,4,b'BREAKING NEWS - IPOE Merging with SOFI\nYou Can Watch The Full Episode Here: \nSPAC $IPOE | SPACs Attack ',['IPOE'],0.55,0.35,Positive
629,Benzinga,1347254172752736256,2021-01-07 18:50:00,0,2,b'CureVac Shares Rip Higher On Coronavirus Vaccine Deal With Bayer $CVAC\n\n ',['CVAC'],0.5,0.25,Positive
631,Benzinga,1347247936967745542,2021-01-07 18:25:13,8,35,"b""SoFi going public at $8.65B valuation via a reverse merger with Chamath's Social Capital $IPOE ""","['8', 'IPOE']",0.06666666666666667,0.016666666666666666,Positive
634,Benzinga,1347233433949515778,2021-01-07 17:27:35,3,37,"b""At this moment,  is the world's richest person, with a worth over $185 billion. $TSLA $AMZN\n\n ""","['185', 'TSLA', 'AMZN']",0.1,0.3,Positive
638,Benzinga,1347206138459279365,2021-01-07 15:39:07,2,7,"b""Bitcoin Vs. Tesla: Crypto's Rapid Rise Aims To Top EV Maker's Market Value $TSLA $BTC ""","['TSLA', 'BTC']",0.5,0.5,Positive
640,Benzinga,1347181033658134530,2021-01-07 13:59:22,1,4,"b'If $BTC hits JP Morgan\xe2\x80\x99s $JPM target of $146,000 the company will own $10.29 Billion in BTC.'","['BTC', 'JPM', '146', '10']",1.0,0.6,Positive
641,Benzinga,1347179446252556290,2021-01-07 13:53:04,5,18,"b'As of December 21, 2020, $MSTR owned approximately 70,470 bitcoins, which were acquired at an average price of $15,964 per coin. Those $BTC are now worth 2.69 Billion.'","['MSTR', '15', 'BTC']",0.3666666666666667,-0.08333333333333336,Negative
642,Benzinga,1347175604202991616,2021-01-07 13:37:48,4,28,b'Plug Power $PLUG hits record high after deal with SK Group to take $1.5 billion investment.',"['PLUG', '1']",0.5399999999999999,0.16,Positive
648,Benzinga,1346969800984186880,2021-01-07 00:00:00,4,14,"b'6 trade ideas, 2021 from the legend , $STIC, $TTCF, $CFII, $SSPK, $MP, $DKNG &amp; a free to enter $6k trading contest. \nSpecial guest: Jonah Lupton\n\n\n\n\n '","['STIC', 'TTCF', 'CFII', 'SSPK', 'MP', 'DKNG', '6k']",0.8,0.4,Positive
653,Benzinga,1346871654484484096,2021-01-06 17:30:00,0,3,b'Congrats  $CBD.U on their IPO today on the TSX! CEO Dr. Jason Mitchell will be joining us TOMORROW at 4 PM EST. Head over to  for the exclusive interview and to get notified every time we go live. HempFusion CannabisHour BZCannabis ',['CBD'],0.5,0.13636363636363635,Positive
654,Benzinga,1346869205514256386,2021-01-06 17:20:16,0,5,"b' Join live with  and  to talk some biotechs, $TSLA and more!'",['TSLA'],0.5,0.3806818181818182,Positive
655,Benzinga,1346857145476603904,2021-01-06 16:32:21,0,3,"b'Joel Elconin &amp; Ryan Craver, Unsettled Business\nWatch the full episode: \nPeloton $PTON '",['PTON'],0.55,0.35,Positive
656,Benzinga,1346853176540975104,2021-01-06 16:16:35,0,2,"b'Joel Elconin &amp; Ryan Craver, Unsettled Business.\n-Watch the full episode: \nPeleton $PTON '",['PTON'],0.55,0.35,Positive
658,Benzinga,1346835724763602946,2021-01-06 15:07:14,0,6,b'Will Palantir $PLTR Or Snowflake $SNOW Stock Grow More By 2022?\n\nRead More: ',"['PLTR', 'SNOW']",0.5,0.5,Positive
659,Benzinga,1346824991606620160,2021-01-06 14:24:35,2,9,b'SPACs Attack with \n$STIC $TTCF $DKNG $MP $SSPK LIVE 11:00 a.m. ET\n',"['STIC', 'TTCF', 'DKNG', 'MP', 'SSPK']",0.5,0.13636363636363635,Positive
660,Benzinga,1346807163222540288,2021-01-06 13:13:44,2,11,"b'PreMarket Prep | Find out what is happening?\n- Solar, Cannabis Stocks Rally\n- Tech stocks Down,  \n- Financial Transaction Tax\n  \n$Fb $GOOGL $AAPL $TSLA $CGC $APHA $TLRY $SOL $FSLR $JKS $ARRY $MARA $RIOT $ENPH $MAXN $IWN $SPY $VIX'","['Fb', 'GOOGL', 'AAPL', 'TSLA', 'CGC', 'APHA', 'TLRY', 'SOL', 'FSLR', 'JKS', 'ARRY', 'MARA', 'RIOT', 'ENPH', 'MAXN', 'IWN', 'SPY', 'VIX']",0.14444444444444446,-0.07777777777777779,Negative
663,Benzinga,1346715703789768704,2021-01-06 07:10:19,4,7,"b""Tesla, SPACs 'May Struggle,' Natural Gas To Shine In 2021: Bill Gross $TSLA $MMP $IBM $BPMB $EPD\n\n""","['TSLA', 'MMP', 'IBM', 'BPMB', 'EPD']",0.2,0.05,Positive
664,Benzinga,1346690278845923331,2021-01-06 05:29:17,10,22,"b'Bitcoin Breaches All-Time High Above $35K, Sidelining Ethereum Rally $BTC $ETH $GBTC $ETHE\n\n'","['35K', 'BTC', 'ETH', 'GBTC', 'ETHE']",0.31999999999999995,0.08,Positive
667,Benzinga,1346645466868432896,2021-01-06 02:31:13,4,12,b'Alibaba Suffers Fresh Setback As Trump Bans Transactions With Alipay $BABA\n\n',['BABA'],0.6,-0.15,Negative
668,Benzinga,1346611186129903620,2021-01-06 00:15:00,5,14,"b'Why The Biden Administration Could Be Very Bullish For Ford, GM $F $GM '","['F', 'GM']",0.3,0.2,Positive
677,Benzinga,1346547486706569218,2021-01-05 20:01:53,3,18,"b""XpresSpa Shares At Session High Following Tweet From FOX Business' Liz Claman 'Xpresspa $XSPA now adding more airlines &amp; airports as customers for its rapidtest on-site test locations.""",['XSPA'],0.37999999999999995,0.22,Positive
679,Benzinga,1346501755853561857,2021-01-05 17:00:10,3,14,"b""We Hope You Didn't Miss Zinger Nation, But If You Did Here Is  Discussing, $ENG, One Of The Most Impressive Hydrogen Refining Stocks. """,['ENG'],0.75,0.75,Positive
680,Benzinga,1346497472273801220,2021-01-05 16:43:08,1,5,b'Congratulations NeonMind Bioscience $NEON for their IPO on the CSE yesterday. We\xe2\x80\x99ll be joined by CEO Penny White on our Cannabis Hour podcast this Thursday at 4 PM EST. Visit  to get notified when we go live. CannabisHour BZCannabis ',['NEON'],0.25,0.06818181818181818,Positive
681,Benzinga,1346475664522661892,2021-01-05 15:16:29,1,11,b'Thinking About Buying $BABA?\n\nRead More:  ',['BABA'],0.5,0.5,Positive
684,Benzinga,1346449748828499971,2021-01-05 13:33:30,6,0,"b""Is  The 'LeBron' Of Artificial Intelligence? 4 Analyst Takes On Recent IPO $AI $ADBE $MSFT \xe2\x80\xa6""","['AI', 'ADBE', 'MSFT']",0.625,-0.3,Negative
686,Benzinga,1346317986089627648,2021-01-05 04:49:55,13,10,b'Why Ethereum Is Surging Today As Other Cryptocurrencies Remain In Red $ETH $BTC\n\n',"['ETH', 'BTC']",0.1875,-0.0625,Negative
688,Benzinga,1346278618612297729,2021-01-05 02:13:29,2,11,b'Twitter Acquires Podcast App Breaker To Bolster Voice-Based Social Media Product $TWTR\n\n',['TWTR'],0.06666666666666667,0.03333333333333333,Positive
689,Benzinga,1346261179446996992,2021-01-05 01:04:12,3,8,"b""What's in store for the future of retail? It's not e-commerce. It's not brick-and-mortar. It's both.\n\nJoey Agree, president and CEO of Agree Realty $ADC, on how his firm is rethinking retail. ad """,['ADC'],0.2625,-0.1,Negative
691,Benzinga,1346207271349530624,2021-01-04 21:29:59,16,238,b'Which stock will go up the most in 2021? Airbnb or Palantir? \xf0\x9f\xa4\x94\n\xf0\x9f\x91\x89 RETWEET for $ABNB \xf0\x9f\x91\x89Like for $PLTR',"['ABNB', 'PLTR']",0.5,0.5,Positive
692,Benzinga,1346195433383550977,2021-01-04 20:42:57,0,3,"b'Wild ride Today in the Market\nFind out? AT THE CLOSE | January 4, 2020 \n \n$TSLA $CRM $WORK $SPY $QQQ $BTC $VIX'","['TSLA', 'CRM', 'WORK', 'SPY', 'QQQ', 'BTC', 'VIX']",0.4,0.1,Positive
694,Benzinga,1346143396730183680,2021-01-04 17:16:10,0,1,"b""We're live! New Year New Trades! $NIO $TSLA $ZM $PLTR $AAPL\n""","['NIO', 'TSLA', 'ZM', 'PLTR', 'AAPL']",0.4696969696969697,0.15909090909090906,Positive
695,Benzinga,1346139271485415428,2021-01-04 16:59:47,3,8,"b""NCAA Will Hold Entire 2021 Men's Basketball Tournament In Indiana, With Most Games Taking Place In Indianapolis. $LCA $DKNG $DYMT $GNOG $MGM $CZR $WYNN ""","['LCA', 'DKNG', 'DYMT', 'GNOG', 'MGM', 'CZR', 'WYNN']",0.5625,0.25,Positive
696,Benzinga,1346126664967675904,2021-01-04 16:09:41,2,8,b'SPACs Attack 2021 $IPOC $CTAC $QELL $IPV &amp; More! ',"['IPOC', 'CTAC', 'QELL', 'IPV']",0.5,0.625,Positive
697,Benzinga,1346120555297087488,2021-01-04 15:45:24,5,8,b'SPACs Attack 2021 $IPOC $CTAC $QELL $IPV &amp; More! \n',"['IPOC', 'CTAC', 'QELL', 'IPV']",0.5,0.625,Positive
699,Benzinga,1346112344892575748,2021-01-04 15:12:47,0,4,b'$MRNA Moderna shares are trading higher after the company raised its 2021 vaccine production forecast from 500 million to 600 million.',['MRNA'],0.5,0.25,Positive
700,Benzinga,1346111996333330433,2021-01-04 15:11:24,3,9,"b'$TSLA Tesla shares are trading higher after the company reported Q4 deliveries of 180,570 vehicles, up approximately 61% year-over-year. $NIO $XPEV'","['TSLA', 'NIO', 'XPEV']",0.55,-0.07500000000000001,Negative
701,Benzinga,1346105836456833025,2021-01-04 14:46:55,8,14,b'$NIO shares are trading higher after the company reported December deliveries were up 121% year over year. ',['NIO'],0.5,0.25,Positive
702,Benzinga,1346099198706544640,2021-01-04 14:20:32,4,22,"b'$WKHS Workhorse shares are trading higher after the company received a purchase order from Pride Group Enterprises for 6,320 C-series all-electric delivery vehicles.'",['WKHS'],0.5,0.25,Positive
703,Benzinga,1346095935936319489,2021-01-04 14:07:35,1,0,"b""Discovery+ Launches Today. Here was my coverage last month on what this means for $DISCA and why it's a major catalyst. htt\xe2\x80\xa6""",['DISCA'],0.2833333333333333,0.03125,Positive
704,Benzinga,1346095878155632640,2021-01-04 14:07:21,1,0,b'Lion Electric going public via spac $NGA was one of my top ten spacs for 2021 and one that I own. Has a deal with Amazon an\xe2\x80\xa6',['NGA'],0.39166666666666666,0.275,Positive
706,Benzinga,1345988838032875521,2021-01-04 07:02:00,11,21,"b""Ethereum Steals Bitcoin's Thunder As It Storms Past $1,100 $ETHE $BTC\n\n""","['1', 'ETHE', 'BTC']",0.25,-0.25,Negative
707,Benzinga,1345951886927482883,2021-01-04 04:35:11,0,8,b'Top 5 Smart Contract Platforms Are Outperforming Bitcoin Today $BTC $ETH $EOS $TRX $DOT $ADA\n\n',"['BTC', 'ETH', 'EOS', 'TRX', 'DOT', 'ADA']",0.5714285714285714,0.35714285714285715,Positive
708,Benzinga,1345922229289287680,2021-01-04 02:37:20,3,21,"b""Tesla's Production Road 'Bumpy' But Munster Estimates 40% Higher Deliveries In 2021 $TSLA\n\n""",['TSLA'],0.5,0.25,Positive
709,Benzinga,1345848383043473413,2021-01-03 21:43:53,7,37,b'Tesla $TSLA Model Y Deliveries Will Start in China This Month!\n\nRead More:  ',['TSLA'],0.5,0.5,Positive
712,Benzinga,1345784006000840705,2021-01-03 17:28:05,16,52,"b'""10 Top SPAC Stocks 2021"" | SPACs Attack\n\n-Pre-Merger Picks: $RTP, $BTAQ, $IPOF, $AJAX\n-SPACs With Deals: $NGA, $DMYD, $LGVW, $SRAC\n-Former SPACs: $DM, $FSR\n Breaking down his favortie SPACs for 2021'","['RTP', 'BTAQ', 'IPOF', 'AJAX', 'NGA', 'DMYD', 'LGVW', 'SRAC', 'DM', 'FSR']",0.3944444444444445,0.17222222222222222,Positive
